ID,Ticker,Action,Type,Side,Price,Volume,Cancel_Target_ID
38574,-1,Cancel,-1,-1,-1,-1,38568
38575,2313,Add,M,Sell,-1,29,-1
38576,2313,Add,L,Sell,189.21,245,-1
38577,-1,Cancel,-1,-1,-1,-1,38569
38578,-1,Cancel,-1,-1,-1,-1,38576
38579,-1,Cancel,-1,-1,-1,-1,38570
38580,1131,Add,M,Sell,-1,85,-1
38581,2211,Add,L,Buy,56.67,178,-1
38582,-1,Cancel,-1,-1,-1,-1,38561
38583,-1,Cancel,-1,-1,-1,-1,38581
38584,1131,Add,L,Buy,156.72,587,-1
38585,-1,Cancel,-1,-1,-1,-1,38584
38586,2211,Add,L,Buy,93.05,447,-1
38587,1131,Add,L,Buy,90.65,95,-1
38588,2313,Add,L,Buy,185.18,65,-1
38589,2211,Add,L,Buy,117.54,360,-1
38590,-1,Cancel,-1,-1,-1,-1,38586
38591,1131,Add,L,Buy,101.57,386,-1
38592,2211,Add,M,Buy,-1,58,-1
38593,1131,Add,L,Buy,192.86,339,-1
38594,2313,Add,L,Sell,109.39,194,-1
38595,-1,Cancel,-1,-1,-1,-1,38591
38596,-1,Cancel,-1,-1,-1,-1,38588
38597,-1,Cancel,-1,-1,-1,-1,38589
38598,-1,Cancel,-1,-1,-1,-1,38594
38599,2313,Add,L,Buy,52.26,251,-1
38600,1131,Add,L,Buy,120.89,270,-1
38601,2313,Add,L,Sell,228.82,453,-1
38602,-1,Cancel,-1,-1,-1,-1,38599
38603,-1,Cancel,-1,-1,-1,-1,38587
38604,-1,Cancel,-1,-1,-1,-1,38601
38605,-1,Cancel,-1,-1,-1,-1,38600
38606,-1,Cancel,-1,-1,-1,-1,38593
38607,1131,Add,L,Sell,217.99,322,-1
38608,-1,Cancel,-1,-1,-1,-1,38607
38609,2313,Add,L,Sell,154.26,504,-1
38610,-1,Cancel,-1,-1,-1,-1,38609
38611,1131,Add,L,Buy,157.19,297,-1
38612,-1,Cancel,-1,-1,-1,-1,38611
38613,1131,Add,M,Buy,-1,295,-1
38614,1131,Add,L,Buy,133.97,13,-1
38615,-1,Cancel,-1,-1,-1,-1,38614
38616,2313,Add,M,Sell,-1,51,-1
38617,2211,Add,M,Sell,-1,330,-1
38618,2313,Add,M,Buy,-1,329,-1
38619,2313,Add,L,Buy,87.09,131,-1
38620,2211,Add,L,Sell,41.59,341,-1
38621,2313,Add,L,Sell,149.11,341,-1
38622,-1,Cancel,-1,-1,-1,-1,38620
38623,2313,Add,M,Buy,-1,399,-1
38624,-1,Cancel,-1,-1,-1,-1,38621
38625,2313,Add,L,Sell,125.54,402,-1
38626,-1,Cancel,-1,-1,-1,-1,38625
38627,1131,Add,L,Sell,178.10,193,-1
38628,2313,Add,L,Buy,122.37,84,-1
38629,-1,Cancel,-1,-1,-1,-1,38619
38630,2211,Add,L,Sell,157.16,414,-1
38631,-1,Cancel,-1,-1,-1,-1,38630
38632,-1,Cancel,-1,-1,-1,-1,38627
38633,2211,Add,L,Buy,171.86,315,-1
38634,2313,Add,M,Buy,-1,275,-1
38635,-1,Cancel,-1,-1,-1,-1,38633
38636,-1,Cancel,-1,-1,-1,-1,38628
38637,1131,Add,L,Sell,105.52,141,-1
38638,-1,Cancel,-1,-1,-1,-1,38637
38639,2313,Add,L,Sell,177.45,198,-1
38640,-1,Cancel,-1,-1,-1,-1,38639
38641,2211,Add,L,Buy,129.85,513,-1
38642,2211,Add,L,Sell,90.49,397,-1
38643,2211,Add,L,Sell,63.56,505,-1
38644,2313,Add,L,Sell,126.12,439,-1
38645,2313,Add,L,Buy,207.68,285,-1
38646,-1,Cancel,-1,-1,-1,-1,38644
38647,-1,Cancel,-1,-1,-1,-1,38645
38648,2211,Add,L,Buy,122.53,275,-1
38649,1131,Add,L,Sell,59.62,184,-1
38650,2313,Add,M,Buy,-1,40,-1
38651,-1,Cancel,-1,-1,-1,-1,38641
38652,1131,Add,L,Buy,127.35,117,-1
38653,-1,Cancel,-1,-1,-1,-1,38648
38654,-1,Cancel,-1,-1,-1,-1,38649
38655,-1,Cancel,-1,-1,-1,-1,38652
38656,-1,Cancel,-1,-1,-1,-1,38642
38657,2313,Add,M,Buy,-1,260,-1
38658,-1,Cancel,-1,-1,-1,-1,38643
38659,2313,Add,L,Sell,177.26,264,-1
38660,-1,Cancel,-1,-1,-1,-1,38659
38661,1131,Add,M,Buy,-1,180,-1
38662,1131,Add,L,Buy,148.90,516,-1
38663,-1,Cancel,-1,-1,-1,-1,38662
38664,1131,Add,L,Sell,212.53,529,-1
38665,2313,Add,L,Sell,235.04,339,-1
38666,-1,Cancel,-1,-1,-1,-1,38664
38667,1131,Add,L,Buy,66.55,237,-1
38668,1131,Add,L,Buy,158.79,92,-1
38669,2313,Add,L,Sell,227.81,340,-1
38670,2211,Add,L,Buy,218.50,141,-1
38671,2211,Add,M,Sell,-1,221,-1
38672,-1,Cancel,-1,-1,-1,-1,38665
38673,1131,Add,L,Sell,208.01,331,-1
38674,-1,Cancel,-1,-1,-1,-1,38670
38675,2313,Add,L,Sell,61.95,407,-1
38676,1131,Add,L,Sell,106.15,182,-1
38677,2313,Add,L,Sell,215.77,44,-1
38678,2211,Add,M,Buy,-1,384,-1
38679,-1,Cancel,-1,-1,-1,-1,38676
38680,2211,Add,L,Buy,162.48,136,-1
38681,-1,Cancel,-1,-1,-1,-1,38669
38682,-1,Cancel,-1,-1,-1,-1,38668
38683,-1,Cancel,-1,-1,-1,-1,38677
38684,2211,Add,L,Sell,104.40,130,-1
38685,2211,Add,L,Sell,218.31,447,-1
38686,2211,Add,M,Buy,-1,367,-1
38687,2211,Add,L,Buy,79.96,116,-1
38688,-1,Cancel,-1,-1,-1,-1,38673
38689,2211,Add,M,Buy,-1,326,-1
38690,2211,Add,L,Buy,228.18,74,-1
38691,2313,Add,M,Buy,-1,235,-1
38692,-1,Cancel,-1,-1,-1,-1,38690
38693,2211,Add,L,Buy,170.22,283,-1
38694,-1,Cancel,-1,-1,-1,-1,38684
38695,2211,Add,L,Sell,179.60,311,-1
38696,1131,Add,L,Buy,129.53,322,-1
38697,2211,Add,M,Sell,-1,274,-1
38698,-1,Cancel,-1,-1,-1,-1,38680
38699,1131,Add,L,Buy,90.63,579,-1
38700,2211,Add,L,Buy,41.01,457,-1
38701,-1,Cancel,-1,-1,-1,-1,38675
38702,-1,Cancel,-1,-1,-1,-1,38667
38703,-1,Cancel,-1,-1,-1,-1,38693
38704,-1,Cancel,-1,-1,-1,-1,38695
38705,1131,Add,L,Sell,75.39,56,-1
38706,-1,Cancel,-1,-1,-1,-1,38685
38707,2211,Add,L,Sell,67.59,588,-1
38708,-1,Cancel,-1,-1,-1,-1,38687
38709,-1,Cancel,-1,-1,-1,-1,38700
38710,1131,Add,L,Sell,196.67,61,-1
38711,-1,Cancel,-1,-1,-1,-1,38707
38712,-1,Cancel,-1,-1,-1,-1,38705
38713,-1,Cancel,-1,-1,-1,-1,38696
38714,1131,Add,L,Sell,85.40,24,-1
38715,1131,Add,L,Sell,54.31,412,-1
38716,-1,Cancel,-1,-1,-1,-1,38699
38717,2211,Add,M,Sell,-1,333,-1
38718,2313,Add,M,Sell,-1,323,-1
38719,2313,Add,L,Buy,152.19,316,-1
38720,2211,Add,L,Sell,132.58,267,-1
38721,-1,Cancel,-1,-1,-1,-1,38710
38722,-1,Cancel,-1,-1,-1,-1,38720
38723,2313,Add,M,Buy,-1,509,-1
38724,-1,Cancel,-1,-1,-1,-1,38714
38725,1131,Add,M,Buy,-1,228,-1
38726,-1,Cancel,-1,-1,-1,-1,38719
38727,2211,Add,L,Buy,136.88,551,-1
38728,1131,Add,L,Sell,134.95,182,-1
38729,-1,Cancel,-1,-1,-1,-1,38727
38730,2313,Add,M,Sell,-1,326,-1
38731,-1,Cancel,-1,-1,-1,-1,38715
38732,-1,Cancel,-1,-1,-1,-1,38728
38733,1131,Add,M,Sell,-1,479,-1
38734,2313,Add,M,Buy,-1,314,-1
38735,2313,Add,L,Sell,232.53,381,-1
38736,2211,Add,L,Buy,158.74,212,-1
38737,-1,Cancel,-1,-1,-1,-1,38735
38738,2211,Add,L,Sell,150.65,241,-1
38739,-1,Cancel,-1,-1,-1,-1,38736
38740,-1,Cancel,-1,-1,-1,-1,38738
38741,2313,Add,M,Sell,-1,343,-1
38742,1131,Add,M,Sell,-1,277,-1
38743,2211,Add,M,Buy,-1,107,-1
38744,1131,Add,M,Buy,-1,68,-1
38745,2211,Add,L,Sell,101.36,148,-1
38746,-1,Cancel,-1,-1,-1,-1,38745
38747,2211,Add,L,Sell,169.07,67,-1
38748,-1,Cancel,-1,-1,-1,-1,38747
38749,2211,Add,L,Buy,44.36,135,-1
38750,-1,Cancel,-1,-1,-1,-1,38749
38751,2211,Add,M,Buy,-1,336,-1
38752,2211,Add,L,Buy,170.28,191,-1
38753,-1,Cancel,-1,-1,-1,-1,38752
38754,1131,Add,L,Sell,81.66,271,-1
38755,-1,Cancel,-1,-1,-1,-1,38754
38756,2211,Add,L,Sell,149.38,524,-1
38757,2211,Add,L,Sell,109.26,4,-1
38758,-1,Cancel,-1,-1,-1,-1,38757
38759,2211,Add,L,Sell,210.23,21,-1
38760,2211,Add,L,Buy,227.02,329,-1
38761,-1,Cancel,-1,-1,-1,-1,38760
38762,-1,Cancel,-1,-1,-1,-1,38756
38763,-1,Cancel,-1,-1,-1,-1,38759
38764,2211,Add,L,Buy,122.82,568,-1
38765,-1,Cancel,-1,-1,-1,-1,38764
38766,2313,Add,L,Sell,60.67,151,-1
38767,-1,Cancel,-1,-1,-1,-1,38766
38768,2211,Add,L,Sell,87.33,549,-1
38769,1131,Add,L,Sell,64.07,292,-1
38770,-1,Cancel,-1,-1,-1,-1,38768
38771,-1,Cancel,-1,-1,-1,-1,38769
38772,1131,Add,M,Buy,-1,5,-1
38773,2313,Add,L,Sell,138.90,205,-1
38774,-1,Cancel,-1,-1,-1,-1,38773
38775,1131,Add,M,Buy,-1,588,-1
38776,2313,Add,L,Buy,146.32,77,-1
38777,-1,Cancel,-1,-1,-1,-1,38776
38778,1131,Add,M,Sell,-1,584,-1
38779,2313,Add,L,Sell,229.47,274,-1
38780,-1,Cancel,-1,-1,-1,-1,38779
38781,1131,Add,M,Buy,-1,250,-1
38782,1131,Add,M,Buy,-1,182,-1
38783,1131,Add,L,Buy,196.10,179,-1
38784,1131,Add,L,Buy,59.49,92,-1
38785,-1,Cancel,-1,-1,-1,-1,38784
38786,2313,Add,M,Buy,-1,316,-1
38787,2313,Add,L,Sell,168.63,221,-1
38788,2211,Add,M,Buy,-1,301,-1
38789,-1,Cancel,-1,-1,-1,-1,38787
38790,-1,Cancel,-1,-1,-1,-1,38783
38791,2211,Add,L,Buy,176.68,289,-1
38792,1131,Add,L,Buy,156.32,481,-1
38793,-1,Cancel,-1,-1,-1,-1,38792
38794,-1,Cancel,-1,-1,-1,-1,38791
38795,2313,Add,L,Sell,153.42,531,-1
38796,2313,Add,L,Buy,186.76,336,-1
38797,2313,Add,L,Sell,168.13,500,-1
38798,2313,Add,L,Sell,128.61,469,-1
38799,1131,Add,L,Sell,129.47,181,-1
38800,1131,Add,L,Buy,94.19,525,-1
38801,1131,Add,L,Buy,57.81,339,-1
38802,-1,Cancel,-1,-1,-1,-1,38800
38803,1131,Add,L,Sell,177.57,583,-1
38804,1131,Add,M,Sell,-1,381,-1
38805,-1,Cancel,-1,-1,-1,-1,38803
38806,1131,Add,L,Sell,52.75,77,-1
38807,2313,Add,M,Buy,-1,464,-1
38808,-1,Cancel,-1,-1,-1,-1,38798
38809,-1,Cancel,-1,-1,-1,-1,38797
38810,2211,Add,M,Sell,-1,390,-1
38811,-1,Cancel,-1,-1,-1,-1,38806
38812,1131,Add,L,Sell,75.71,14,-1
38813,2211,Add,L,Buy,151.51,354,-1
38814,-1,Cancel,-1,-1,-1,-1,38796
38815,-1,Cancel,-1,-1,-1,-1,38813
38816,-1,Cancel,-1,-1,-1,-1,38799
38817,-1,Cancel,-1,-1,-1,-1,38812
38818,-1,Cancel,-1,-1,-1,-1,38801
38819,2313,Add,L,Buy,221.72,326,-1
38820,1131,Add,L,Sell,228.04,551,-1
38821,2313,Add,L,Sell,94.61,192,-1
38822,-1,Cancel,-1,-1,-1,-1,38820
38823,-1,Cancel,-1,-1,-1,-1,38819
38824,2211,Add,L,Sell,57.30,131,-1
38825,-1,Cancel,-1,-1,-1,-1,38821
38826,-1,Cancel,-1,-1,-1,-1,38824
38827,-1,Cancel,-1,-1,-1,-1,38795
38828,2211,Add,M,Sell,-1,173,-1
38829,1131,Add,M,Sell,-1,333,-1
38830,2313,Add,M,Buy,-1,210,-1
38831,1131,Add,M,Sell,-1,80,-1
38832,1131,Add,L,Buy,224.27,456,-1
38833,2313,Add,M,Buy,-1,107,-1
38834,-1,Cancel,-1,-1,-1,-1,38832
38835,2313,Add,L,Buy,220.08,174,-1
38836,-1,Cancel,-1,-1,-1,-1,38835
38837,2211,Add,M,Sell,-1,525,-1
38838,2313,Add,L,Sell,156.56,234,-1
38839,-1,Cancel,-1,-1,-1,-1,38838
38840,2313,Add,L,Sell,64.76,146,-1
38841,-1,Cancel,-1,-1,-1,-1,38840
38842,2313,Add,L,Sell,202.61,470,-1
38843,-1,Cancel,-1,-1,-1,-1,38842
38844,2211,Add,L,Sell,177.92,477,-1
38845,-1,Cancel,-1,-1,-1,-1,38844
38846,2211,Add,L,Buy,211.43,134,-1
38847,-1,Cancel,-1,-1,-1,-1,38846
38848,2211,Add,L,Buy,186.06,564,-1
38849,2313,Add,M,Buy,-1,289,-1
38850,-1,Cancel,-1,-1,-1,-1,38848
38851,2313,Add,L,Sell,230.56,487,-1
38852,1131,Add,M,Buy,-1,474,-1
38853,-1,Cancel,-1,-1,-1,-1,38851
38854,1131,Add,M,Buy,-1,449,-1
38855,2313,Add,L,Sell,196.82,384,-1
38856,2313,Add,L,Buy,128.67,401,-1
38857,2313,Add,M,Sell,-1,153,-1
38858,-1,Cancel,-1,-1,-1,-1,38855
38859,-1,Cancel,-1,-1,-1,-1,38856
38860,2313,Add,L,Sell,128.10,311,-1
38861,-1,Cancel,-1,-1,-1,-1,38860
38862,1131,Add,L,Buy,120.56,340,-1
38863,1131,Add,M,Sell,-1,137,-1
38864,2211,Add,L,Buy,169.11,486,-1
38865,-1,Cancel,-1,-1,-1,-1,38862
38866,-1,Cancel,-1,-1,-1,-1,38864
38867,2211,Add,M,Sell,-1,419,-1
38868,2211,Add,L,Sell,179.33,6,-1
38869,-1,Cancel,-1,-1,-1,-1,38868
38870,2211,Add,L,Sell,192.52,254,-1
38871,-1,Cancel,-1,-1,-1,-1,38870
38872,1131,Add,M,Sell,-1,170,-1
38873,2313,Add,M,Sell,-1,576,-1
38874,1131,Add,M,Buy,-1,432,-1
38875,1131,Add,L,Buy,42.05,296,-1
38876,-1,Cancel,-1,-1,-1,-1,38875
38877,2211,Add,M,Sell,-1,511,-1
38878,1131,Add,L,Buy,97.25,461,-1
38879,-1,Cancel,-1,-1,-1,-1,38878
38880,2211,Add,M,Sell,-1,295,-1
38881,2313,Add,L,Sell,217.21,16,-1
38882,1131,Add,L,Sell,147.99,512,-1
38883,-1,Cancel,-1,-1,-1,-1,38882
38884,-1,Cancel,-1,-1,-1,-1,38881
38885,2211,Add,M,Buy,-1,478,-1
38886,2211,Add,L,Buy,119.35,549,-1
38887,-1,Cancel,-1,-1,-1,-1,38886
38888,1131,Add,L,Buy,43.07,317,-1
38889,-1,Cancel,-1,-1,-1,-1,38888
38890,1131,Add,L,Buy,115.19,199,-1
38891,2313,Add,L,Buy,177.38,68,-1
38892,2211,Add,M,Buy,-1,343,-1
38893,-1,Cancel,-1,-1,-1,-1,38891
38894,1131,Add,L,Buy,129.06,12,-1
38895,2211,Add,L,Sell,146.05,577,-1
38896,-1,Cancel,-1,-1,-1,-1,38894
38897,-1,Cancel,-1,-1,-1,-1,38890
38898,-1,Cancel,-1,-1,-1,-1,38895
38899,2313,Add,L,Buy,234.07,586,-1
38900,2313,Add,M,Buy,-1,17,-1
38901,2211,Add,M,Sell,-1,484,-1
38902,-1,Cancel,-1,-1,-1,-1,38899
38903,2211,Add,L,Sell,49.03,275,-1
38904,-1,Cancel,-1,-1,-1,-1,38903
38905,2211,Add,L,Sell,122.43,476,-1
38906,1131,Add,L,Buy,58.33,27,-1
38907,-1,Cancel,-1,-1,-1,-1,38906
38908,1131,Add,M,Sell,-1,163,-1
38909,-1,Cancel,-1,-1,-1,-1,38905
38910,1131,Add,M,Sell,-1,358,-1
38911,1131,Add,L,Buy,218.39,400,-1
38912,-1,Cancel,-1,-1,-1,-1,38911
38913,2313,Add,L,Sell,76.20,453,-1
38914,-1,Cancel,-1,-1,-1,-1,38913
38915,2211,Add,L,Buy,203.13,56,-1
38916,-1,Cancel,-1,-1,-1,-1,38915
38917,2211,Add,M,Buy,-1,566,-1
38918,2313,Add,L,Buy,149.23,120,-1
38919,-1,Cancel,-1,-1,-1,-1,38918
38920,2313,Add,L,Buy,103.42,353,-1
38921,-1,Cancel,-1,-1,-1,-1,38920
38922,1131,Add,L,Buy,46.63,410,-1
38923,1131,Add,L,Sell,84.46,585,-1
38924,-1,Cancel,-1,-1,-1,-1,38923
38925,2313,Add,L,Buy,188.20,457,-1
38926,2313,Add,L,Buy,148.05,310,-1
38927,-1,Cancel,-1,-1,-1,-1,38922
38928,-1,Cancel,-1,-1,-1,-1,38925
38929,2211,Add,L,Buy,93.10,288,-1
38930,2313,Add,L,Buy,127.12,91,-1
38931,-1,Cancel,-1,-1,-1,-1,38926
38932,1131,Add,M,Buy,-1,481,-1
38933,2313,Add,M,Sell,-1,411,-1
38934,-1,Cancel,-1,-1,-1,-1,38929
38935,2211,Add,L,Sell,120.64,503,-1
38936,2313,Add,M,Buy,-1,516,-1
38937,1131,Add,L,Buy,122.02,512,-1
38938,-1,Cancel,-1,-1,-1,-1,38937
38939,-1,Cancel,-1,-1,-1,-1,38935
38940,-1,Cancel,-1,-1,-1,-1,38930
38941,1131,Add,M,Buy,-1,579,-1
38942,2211,Add,L,Sell,88.18,437,-1
38943,-1,Cancel,-1,-1,-1,-1,38942
38944,2211,Add,L,Buy,94.76,415,-1
38945,1131,Add,L,Sell,40.86,311,-1
38946,1131,Add,L,Sell,147.73,29,-1
38947,-1,Cancel,-1,-1,-1,-1,38944
38948,-1,Cancel,-1,-1,-1,-1,38945
38949,-1,Cancel,-1,-1,-1,-1,38946
38950,2313,Add,L,Sell,105.61,455,-1
38951,-1,Cancel,-1,-1,-1,-1,38950
38952,2211,Add,L,Sell,52.51,328,-1
38953,1131,Add,L,Buy,84.31,435,-1
38954,2211,Add,M,Sell,-1,140,-1
38955,-1,Cancel,-1,-1,-1,-1,38952
38956,2313,Add,M,Sell,-1,508,-1
38957,1131,Add,M,Buy,-1,379,-1
38958,2313,Add,L,Sell,218.12,80,-1
38959,-1,Cancel,-1,-1,-1,-1,38958
38960,1131,Add,L,Buy,133.28,399,-1
38961,2211,Add,L,Buy,147.22,370,-1
38962,-1,Cancel,-1,-1,-1,-1,38953
38963,2211,Add,L,Sell,127.59,297,-1
38964,2313,Add,M,Sell,-1,481,-1
38965,2313,Add,L,Buy,192.40,199,-1
38966,2313,Add,L,Sell,73.95,176,-1
38967,2313,Add,L,Sell,199.60,362,-1
38968,2211,Add,L,Sell,104.25,454,-1
38969,2211,Add,L,Buy,137.34,161,-1
38970,-1,Cancel,-1,-1,-1,-1,38968
38971,-1,Cancel,-1,-1,-1,-1,38967
38972,1131,Add,M,Buy,-1,13,-1
38973,-1,Cancel,-1,-1,-1,-1,38966
38974,1131,Add,L,Buy,147.99,360,-1
38975,2211,Add,M,Buy,-1,321,-1
38976,2313,Add,M,Buy,-1,137,-1
38977,2211,Add,L,Sell,210.98,41,-1
38978,2313,Add,L,Buy,42.63,206,-1
38979,-1,Cancel,-1,-1,-1,-1,38963
38980,-1,Cancel,-1,-1,-1,-1,38960
38981,2211,Add,L,Sell,104.60,95,-1
38982,1131,Add,M,Sell,-1,587,-1
38983,1131,Add,M,Buy,-1,570,-1
38984,1131,Add,M,Buy,-1,76,-1
38985,-1,Cancel,-1,-1,-1,-1,38978
38986,-1,Cancel,-1,-1,-1,-1,38974
38987,1131,Add,L,Buy,52.48,54,-1
38988,2211,Add,L,Sell,160.50,572,-1
38989,2313,Add,M,Buy,-1,274,-1
38990,1131,Add,L,Sell,82.94,478,-1
38991,-1,Cancel,-1,-1,-1,-1,38987
38992,-1,Cancel,-1,-1,-1,-1,38961
38993,2313,Add,L,Sell,128.45,585,-1
38994,-1,Cancel,-1,-1,-1,-1,38988
38995,-1,Cancel,-1,-1,-1,-1,38993
38996,2211,Add,M,Sell,-1,561,-1
38997,-1,Cancel,-1,-1,-1,-1,38965
38998,2313,Add,L,Sell,157.46,266,-1
38999,2313,Add,M,Buy,-1,418,-1
39000,2211,Add,M,Buy,-1,347,-1
39001,-1,Cancel,-1,-1,-1,-1,38990
39002,-1,Cancel,-1,-1,-1,-1,38969
39003,-1,Cancel,-1,-1,-1,-1,38977
39004,2211,Add,M,Sell,-1,451,-1
39005,-1,Cancel,-1,-1,-1,-1,38998
39006,2313,Add,M,Sell,-1,40,-1
39007,-1,Cancel,-1,-1,-1,-1,38981
39008,2211,Add,L,Buy,143.95,559,-1
39009,2211,Add,M,Sell,-1,194,-1
39010,-1,Cancel,-1,-1,-1,-1,39008
39011,1131,Add,L,Buy,160.56,463,-1
39012,2313,Add,L,Sell,224.07,72,-1
39013,2211,Add,L,Sell,72.33,354,-1
39014,-1,Cancel,-1,-1,-1,-1,39013
39015,1131,Add,L,Buy,152.77,480,-1
39016,1131,Add,L,Sell,174.70,415,-1
39017,-1,Cancel,-1,-1,-1,-1,39012
39018,-1,Cancel,-1,-1,-1,-1,39011
39019,1131,Add,L,Sell,139.80,35,-1
39020,-1,Cancel,-1,-1,-1,-1,39019
39021,1131,Add,L,Sell,184.01,306,-1
39022,-1,Cancel,-1,-1,-1,-1,39016
39023,-1,Cancel,-1,-1,-1,-1,39021
39024,2211,Add,M,Sell,-1,67,-1
39025,-1,Cancel,-1,-1,-1,-1,39015
39026,1131,Add,L,Buy,121.67,6,-1
39027,-1,Cancel,-1,-1,-1,-1,39026
39028,2313,Add,M,Sell,-1,308,-1
39029,1131,Add,L,Buy,165.68,186,-1
39030,2211,Add,L,Sell,158.82,384,-1
39031,2313,Add,M,Sell,-1,481,-1
39032,-1,Cancel,-1,-1,-1,-1,39029
39033,2211,Add,L,Buy,197.15,417,-1
39034,-1,Cancel,-1,-1,-1,-1,39030
39035,2313,Add,M,Sell,-1,515,-1
39036,1131,Add,L,Sell,98.69,574,-1
39037,-1,Cancel,-1,-1,-1,-1,39033
39038,-1,Cancel,-1,-1,-1,-1,39036
39039,2313,Add,L,Buy,223.49,142,-1
39040,2211,Add,M,Sell,-1,398,-1
39041,1131,Add,L,Buy,193.45,551,-1
39042,-1,Cancel,-1,-1,-1,-1,39041
39043,-1,Cancel,-1,-1,-1,-1,39039
39044,2313,Add,L,Sell,207.89,217,-1
39045,-1,Cancel,-1,-1,-1,-1,39044
39046,1131,Add,M,Sell,-1,9,-1
39047,2211,Add,L,Buy,71.11,499,-1
39048,2313,Add,L,Sell,205.79,13,-1
39049,2313,Add,L,Sell,158.78,315,-1
39050,-1,Cancel,-1,-1,-1,-1,39048
39051,2211,Add,L,Sell,128.46,21,-1
39052,2313,Add,L,Buy,211.80,424,-1
39053,2313,Add,L,Sell,108.83,211,-1
39054,2211,Add,L,Sell,59.55,72,-1
39055,-1,Cancel,-1,-1,-1,-1,39054
39056,2211,Add,L,Buy,182.63,34,-1
39057,-1,Cancel,-1,-1,-1,-1,39051
39058,-1,Cancel,-1,-1,-1,-1,39052
39059,2211,Add,L,Sell,88.45,365,-1
39060,-1,Cancel,-1,-1,-1,-1,39047
39061,2313,Add,L,Sell,222.33,459,-1
39062,-1,Cancel,-1,-1,-1,-1,39056
39063,1131,Add,L,Sell,217.97,166,-1
39064,-1,Cancel,-1,-1,-1,-1,39053
39065,2211,Add,M,Sell,-1,115,-1
39066,1131,Add,L,Buy,95.75,238,-1
39067,2313,Add,M,Sell,-1,152,-1
39068,2211,Add,L,Sell,210.77,309,-1
39069,2211,Add,L,Buy,161.88,110,-1
39070,-1,Cancel,-1,-1,-1,-1,39068
39071,-1,Cancel,-1,-1,-1,-1,39059
39072,-1,Cancel,-1,-1,-1,-1,39063
39073,2211,Add,L,Buy,57.17,144,-1
39074,1131,Add,M,Buy,-1,274,-1
39075,2211,Add,M,Buy,-1,240,-1
39076,2313,Add,L,Buy,237.59,434,-1
39077,-1,Cancel,-1,-1,-1,-1,39049
39078,2211,Add,M,Sell,-1,418,-1
39079,-1,Cancel,-1,-1,-1,-1,39076
39080,-1,Cancel,-1,-1,-1,-1,39066
39081,-1,Cancel,-1,-1,-1,-1,39073
39082,1131,Add,L,Sell,44.44,288,-1
39083,1131,Add,L,Sell,164.34,243,-1
39084,-1,Cancel,-1,-1,-1,-1,39083
39085,2313,Add,L,Sell,92.27,110,-1
39086,2211,Add,M,Sell,-1,101,-1
39087,2211,Add,L,Sell,43.89,237,-1
39088,1131,Add,M,Sell,-1,379,-1
39089,-1,Cancel,-1,-1,-1,-1,39082
39090,2313,Add,L,Sell,148.94,98,-1
39091,-1,Cancel,-1,-1,-1,-1,39087
39092,-1,Cancel,-1,-1,-1,-1,39061
39093,1131,Add,L,Sell,219.96,68,-1
39094,2313,Add,L,Sell,212.53,291,-1
39095,2211,Add,L,Sell,176.22,99,-1
39096,-1,Cancel,-1,-1,-1,-1,39069
39097,-1,Cancel,-1,-1,-1,-1,39093
39098,-1,Cancel,-1,-1,-1,-1,39095
39099,-1,Cancel,-1,-1,-1,-1,39090
39100,1131,Add,M,Buy,-1,315,-1
39101,-1,Cancel,-1,-1,-1,-1,39085
39102,-1,Cancel,-1,-1,-1,-1,39094
39103,2313,Add,L,Sell,48.85,256,-1
39104,-1,Cancel,-1,-1,-1,-1,39103
39105,1131,Add,M,Sell,-1,171,-1
39106,2313,Add,L,Sell,92.79,455,-1
39107,-1,Cancel,-1,-1,-1,-1,39106
39108,1131,Add,L,Sell,216.58,459,-1
39109,1131,Add,L,Buy,70.71,167,-1
39110,-1,Cancel,-1,-1,-1,-1,39109
39111,2211,Add,L,Sell,121.38,82,-1
39112,-1,Cancel,-1,-1,-1,-1,39108
39113,-1,Cancel,-1,-1,-1,-1,39111
39114,2313,Add,M,Buy,-1,503,-1
39115,2211,Add,L,Sell,128.66,7,-1
39116,1131,Add,L,Buy,216.71,495,-1
39117,-1,Cancel,-1,-1,-1,-1,39116
39118,1131,Add,L,Buy,44.93,564,-1
39119,1131,Add,M,Buy,-1,460,-1
39120,-1,Cancel,-1,-1,-1,-1,39115
39121,-1,Cancel,-1,-1,-1,-1,39118
39122,2313,Add,M,Sell,-1,139,-1
39123,2313,Add,L,Buy,115.73,525,-1
39124,-1,Cancel,-1,-1,-1,-1,39123
39125,2313,Add,L,Sell,143.06,93,-1
39126,-1,Cancel,-1,-1,-1,-1,39125
39127,2211,Add,L,Sell,56.67,293,-1
39128,2211,Add,M,Sell,-1,396,-1
39129,-1,Cancel,-1,-1,-1,-1,39127
39130,2313,Add,M,Buy,-1,231,-1
39131,2313,Add,L,Sell,218.21,533,-1
39132,2211,Add,L,Sell,118.32,122,-1
39133,2313,Add,M,Buy,-1,137,-1
39134,-1,Cancel,-1,-1,-1,-1,39131
39135,2313,Add,L,Sell,87.44,561,-1
39136,-1,Cancel,-1,-1,-1,-1,39135
39137,-1,Cancel,-1,-1,-1,-1,39132
39138,1131,Add,M,Sell,-1,192,-1
39139,1131,Add,L,Buy,157.39,108,-1
39140,1131,Add,L,Sell,200.39,569,-1
